prompt,image_path
"**<https://s.mj.run/HcXLB2yuk70> 'urua', logo design, embera** - Upscaled by <@758272529683972099> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23813.png
"**beautiful girl face, symmetry** - <@410392306366283778>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4905.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7329.png
**medieval map of Central Park in New York** - <@618344196738121738>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18238.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12346.png
"**long wavy cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field, cosmic horror -- w: 100 -- h: 1000** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8035.png
"**<https://s.mj.run/wDIMtRxS_Ms> wooden tukutuku panel, in the style of sheree willman, geometric design** - Upscaled by <@277334971394424833> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3805.png
**neo from the matrix bullet dodging in the style of Vermeer** - <@124351414448160768>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18956.png
**<https://s.mj.run/n8VC0fI2Pcg> two giant samurais made of glowing particles battling in front of a dark blue night sky full of stars and the milky way --seed 65497 --ar 16:9** - <@986250924999733258>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9069.png
"**<https://s.mj.run/Z1KM0EAluMI> tropical islands, clouds, acrylic painting, hyper realistic, highly detailed, 8k --ar 9:16 --no ship** - Upscaled by <@713319244347211797> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12140.png
"**<https://s.mj.run/bKWJqAZOXAc> black paper::2 intricate::2 Sequoia in the middle of ocean by Kandinsky::4 triangle whales and circles in suprematism::3 Jackson Pollock, octane render --w 1024 --h 1415** - Upscaled (Max) by <@691736781108019310>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21651.png
"**<https://s.mj.run/SKiJKqq35O8> long shot, an alluring masked female woodland sprite, bioluminescent flowers, octane rendered, 8k uhd, hyper realistic, extremely detailed, dim cinematic lighting, --ar 16:9** - <@423504418445590529> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25679.png
**galen eliason-carey** - <@938206455838965851>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18761.png
"**<https://s.mj.run/pEkvQSbKaqs> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 15:5** - Upscaled by <@412798156477169664> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2783.png
"**cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from a deep dark void, shallow depth of field, chaos magic --aspect 1:10** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9476.png
**<https://s.mj.run/7-SMbPWSy90> walter white in the style of graffiti** - Upscaled by <@774000568594071552>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16251.png
"**<https://s.mj.run/M7TmznvU7H4> an axolotl riding a skateboard, tiny detail, tilt shift** - <@981956077161685083>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11551.png
"**annunaki ruling, annunaki gods, annunaki sumerian masters, chariots of the gods, dmt, unreal engine 5 rendered, 8k, photorealistic,  extremely detailed** - Upscaled by <@423504418445590529> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18650.png
"**aliens surround human tank while connecting biological devices to their prey, moody contrasted lighting, landscape --ar 16:9** - Upscaled by <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4960.png
"**<https://s.mj.run/6kZj4WHoreI> --ar 9:16** - Upscaled by <@713319244347211797> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6360.png
"**<https://s.mj.run/G2xFnDyDr8U> stunning devil of hell:: photography of a demon wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, backlit beautiful face, clean brush stroke, 8k character concept art, by WLOP and artgerm, 3d, --ar 2:3 --stop 80 --no white --iw 10000** - <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24868.png
"**<https://s.mj.run/wZUtcaEQfq4> spell casting, girl , soccerres, witch, lightning , chaos , water standing , reflection , beautiful, brocade , wind, long hair, bird flying, by james gurney, wes burt, craig mullins, edmund blair leighton, insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, dark fantasy, dark soul 3, dark soul , from software , dark purple —ar 16:9 —uplight —no blur** - Upscaled (Light) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21685.png
**<https://s.mj.run/GzJ_2SIqD-s> Claudio Sanchez as all-knowing deity figure walking with worshippers** - Upscaled by <@748270788125261924>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13571.png
"**<https://s.mj.run/ToSDZmr5pPw> hissing roaring cat with teeth floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28103.png
"**<https://s.mj.run/UHmbf6AE3Gg> Angel , hell, wings, Medieval Armor, Knight, Sword, colorful, golden, Pinterest, Artstation, Dark souls, Demon souls, labyrinth, dark souls 3, insanely detailed and intricate, golden ratio, hypermaximalist, octane render, 3d environment, elegant, ornate, luxury, elite, ominous, haunting, matte painting, cinematic, cgsociety, James jean, Brian froud, ross tran, Laputa, Ruan Jia , Huang Guangjian —ar 16:9 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17055.png
"**tarot card alien, patterns, yellow and blue, highly detailed and intricate, artstation --ar 5:7 --no text** - <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28196.png
"**gigantic dragon scene, amazing , epic, cinematic, fire in the background, —h 1920 —w 1080** - <@989021160282931250> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12820.png
"**a sup,top view ,white back ground** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12130.png
"**<https://s.mj.run/OZ5w3mC3XgU> a space alien decides to leave earth because humans are so ugly, dramatic lighting, cinemative, cartoon style, painterly —ar 2:1** - <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5503.png
**dr. manhattan fighting a giant made of glowing particles in front of a dark blue night sky full of stars and the milky way fisheye lens drawn by geoff darrow --ar 16:9** - <@986250924999733258>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8995.png
**the sanctum of iron** - Upscaled by <@697952713958227998> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15807.png
**carbon fiber netting draped over doll collection** - Upscaled by <@988372478797709322>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2313.png
"**<https://s.mj.run/N1jjZK90aeg> Video game avatar, cloaked, holding weapon made of long wheat grain, dramatic lighting, 8k render, realistic** - Upscaled by <@986608412060172289>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11037.png
"**funny robot alien party rave Pixar character design   --aspect 9:19** - Upscaled (Max) by <@986404200177094667> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14240.png
"**a burning 16mm film camera, logo design, detailed illustration style, artstation, linework** - Upscaled by <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24962.png
**artwork by mark gertler** - <@949534248996585472> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2827.png
**mental recovery** - <@285075516178825226> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17229.png
"**<https://s.mj.run/ca2TmZwG6Ss> A Pacific Rim mech standing in a field of sunflowers, a beautiful rainbow, super wide angle, Vasiliy Ivanov, Miyazaki, greg rutkowski, JMW Turner, A matte painting, concept art, Trending on artstation, CGSociety, Fantasy, light effect, Detailed, UHD, octane render. --w 480 --h 270** - Upscaled by <@975376240431235073>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12013.png
Getting some pro results here!,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5517.png
**<https://s.mj.run/XNvf6kxCdKE> a shadowy creepy clown stalking the night in victorian london painted by rembrandt** - Upscaled by <@226282573326843904>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5664.png
"**<https://s.mj.run/Z1KM0EAluMI> tropical islands, clouds, acrylic painting, hyper realistic, highly detailed, 8k --ar 9:16 --no ship** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11604.png
"**<https://s.mj.run/QFnyEex9eJM> Throw Me To The Wolves & I'll Return Leading The Pack, Demonic Energy is so Influential, Art of Sickness 666 art stylem Satanic horror, extremly detailed, insanely detailed and intricate, high detail, concept art, colorful, dark philosophy, artofsickness666, and Nekro XIII --ar 9:16** - Upscaled by <@344019444198146050> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16783.png
"**<https://s.mj.run/7dpG8C8CJEY> pinterest, beautiful girl, white hair, gothic dress, butterfly, purple , victoria dress, 18th century, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, james jean, Brian froud, ross tran, Laputa, no blur —ar 2:3 --no blur** - Upscaled (Max) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17309.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21435.png
"**beautifully sculpted marble demon, photorealism, Michelangelo, highly intricate detail --ar 9:16** - Upscaled by <@425798861680934943>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3127.png
**gpeers.to/torrents.php?searchstr=&order_by=time&order_way=desc&searchsubmit=1 :: on Medium Format Velvia film :: 8k uhd photography :: --ar 9:16** - Upscaled by <@713319244347211797> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1761.png
"**<https://s.mj.run/jV1Nq53tSjo> Focus on a neuromuscular enhanced cat, black and white, very furry, enormous eyes, style Gustave Doré, Grimm fairytales, very detailed --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17727.png
"**sup design ,milokai** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12856.png
**<https://s.mj.run/vOyjB_wwSSY> UI icons for panda themed mobile game in a flat modern art style** - <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3998.png
"**<https://s.mj.run/NyJwNq9y1tA> god of war 2 inspired video game environment, peaceful alpine stream with giant rune structure, trending on artstation, --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11196.png
"**tarot card alien, blue and yellow, artstation, vivid, Pharaonic patterns, --ar 5:7** - <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21112.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19580.png
"**<https://s.mj.run/R3DAuGfx4Lw> Ruan Jia, artstation --ar 2:3 --uplight** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27335.png
"**<https://s.mj.run/B0OYIXO44ck> ghostly psychedelic fractal clouds in night sky over bubbling black oil sea, Egyptian funerary boat, mist, cinematic, establishing shot, 8k, octane render :: orange, teal :: --ar 4:3** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25026.png
"**Grace Kelly most epic beautiful dream about love and detailed nature in an impossible colorful dreamscape 8k, hyper-realistic, high detail, cinematic lighting, matte painting, octane render highly detailed Imaginary Studios --aspect 16:8** - <@959192950846410812>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6707.png
**<https://s.mj.run/bCPj7KEAYUo> a logo for standup paddle boarding** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14081.png
"**<https://s.mj.run/8yvIeKrDJe4> isometric view of disneyland, 3D models, high quality** - Upscaled by <@625345142928179210> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21779.png
"**<https://s.mj.run/dxhYCqq-Omw> the last of us part 2 themed abandoned train station, highly detailed --ar 16:9 --no text** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19905.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4826.png
**<https://s.mj.run/TMZhyVJdPNA> Knitted tapestry with frayed half that improves to a tightly woven half:: showing a curve graph** - Upscaled by <@974312776187129876>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5115.png
**vfx artist having fun** - <@697952713958227998> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14406.png
**raygun gothic style retro futuristic funny cute fiesta rave alien android Luciana Oliveira  pixar symmetrical character design --aspect 9:16** - Upscaled by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13961.png
"**a set of snake ,designer toy, art toy ,in stylized style, pixar style,minimalist, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27730.png
The withering of life's pleasures,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3527.png
**white gorilla wearing black shirt using a computer** - <@938206455838965851>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14958.png
"**a medical sketching of a human brain in a jar , detailed, trending on artstation** - <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_751.png
"**<https://s.mj.run/BjO58wlXLrM> cnc plywood bench with interlocking structure, straight lines, sharp angles, geometric, product design, product photography, furniture design, behance --ar 3:2** - <@277334971394424833> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4054.png
"**MCU, Mythic God Pan wearing a Humming bird skull, Pascal Blanche, Dave Mckean, Simon Bisley, concept Illustration.** - <@831593332148011008>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14231.png
**Samantha Fish singer symmetrical Ink Drawing --ar 8:11** - <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24509.png
"**<https://s.mj.run/HV21Jc2AY0g> an astronaut riding a colorful carousel, full length, highly detailed, simple composition, simple background** - <@981956077161685083>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7025.png
**<<https://s.mj.run/v4jzSaIU-fA>> knights and archers wearing bathrobes:: neon:: at dawn:: dynamic futurism:: blacklight poster:: by Jack Kirby and Hal Foster --ar 4:3 --uplight** - Upscaled (Light) by <@834120097685045298> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13757.png
"**god of war 2 inspired video game environment, giant runes, trending on artstation, --ar 16:9** - Upscaled by <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12335.png
"**<https://s.mj.run/cX3BJ63izjQ> a tranquil lake surrounded by lush trees, a little house in the center of the lake, moon in the sky, dusk light, anime style, matte, ghibli and Bob Ross, Monet, vibrant --ar 16:9** - Upscaled by <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13051.png
"**<https://s.mj.run/d3Eem7PowSQ> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18145.png
"**Kate Jackson super realistic, watercolor 4k post-processing highly detailed Yuji Hori --aspect 8:10** - Upscaled by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6312.png
okl following dso far,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11393.png
"**<https://s.mj.run/DA9gzHO4bO8> moody lighting swamp creature covered in reflective shimmering scale, emerging from water, surrounded by fog** - <@298406433605681154>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5001.png
"**<https://s.mj.run/asuhSwN1nzI> god of war 2 inspired video game environment, giant mythical aztec temple, camera shot from above looking down on environment, trending on artstation, --ar 16:9** - Upscaled by <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17549.png
**spalted wood moth on bark glowing eyes:: insect photography by Annie Leibovitz::1.5 colorful intricate mandala explosions::1.2 Inuit art:: symmetrical with clearly defined eyes:: Unreal engine 5:: --ar 9:16 --no blurry blur tilt shift bokeh wires** - Upscaled by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8645.png
"**<https://s.mj.run/vN6ggUx7POc> --ar 9:16** - <@713319244347211797> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_83.png
"**<https://s.mj.run/_UV9EhfBgXE> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --uplight** - Upscaled (Light) by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9456.png
"**<https://s.mj.run/KSXqKYmTNVM> focus on anatomically correct, beautiful Egyptian cat with stunning blue eyes in the style of A Andrew’s Gonzalez, Mystical Cat, background vanilla gradient in the style of A Andrew Gonzalez - - 16.9 - - stop 90** - Upscaled by <@439869767873069086> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20959.png
**the time of time Wells Fargo jamestown 19th century old west in style of Albert Bierstadt Craig Mullins Edward Hopper --ar 16:8** - <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28736.png
"**<https://s.mj.run/m4bDqVF7V-8> The Road to Oh concept art realistic character concept art 4K symmetrical portrait, character --iw 6 --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11086.png
"**<https://s.mj.run/FfHFoULwO14> androgynous cyborg, red Glas, black cables, liquid, blue fire, studio light** - Upscaled (Max) by <@797513787133394944>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28879.png
"**""Garden of Eden"" by John Stephens, Benoit Mandelbrot, Beeple and Roger Dean | Beautiful detailed ethereal alien paradise garden, alien geometry, peculiar angles, fractal patterns --h 384** - Upscaled by <@939275554539053076>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13786.png
"**<https://s.mj.run/_pQNak-UKSg> a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's SUP""** - Upscaled by <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13452.png
**<https://s.mj.run/Rbf2XRXTcWs> 🧞‍♂️🧞‍♀️🧞👾🐙🦑🏝🌌🌊🔮🏴‍☠️** - Upscaled by <@423504418445590529>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3493.png
"**Godzilla and the geico lizard, best friends, cute, portrait** - <@285075516178825226> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28219.png
"**full shot, inside a brightly self-lit crystalline crystal geometric cavern, bioluminescent plant life,, sparkling sprites flutter, octane rendered, 8k --ar 24:18** - Upscaled by <@423504418445590529> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13835.png
**<https://s.mj.run/gH0TtgqbAfo> --ar 9:16** - Upscaled by <@713319244347211797> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_317.png
**furby brutalist cubist sculpture** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15314.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17860.png
"**<https://s.mj.run/cXcGalrBi9s> a beautiful rainforest surrounded by vibrant clouds, sun scattered in the forest, muted color, rays of sun shining through forest, by Studio Ghibli, Makoto Shinkai, Hayao Miyazaki, Ian McQue and Christian Rivers, 400mm photography, hyper detailed, cinematic, bright and clean --ar 16:9** - Upscaled by <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22451.png
"**faberge egg in the shape of a cat, jeweled and detailed, filigree, blue, turquoise, teal, white, gold, rubies, emeralds** - <@984629582684639292>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20150.png
"**<https://s.mj.run/7WcdGHLgCmU> an anatomical diagram of a uterus hanging from a metal coat hanger, dripping red, white and blue liguid, high octane render, high detail, studio background** - Upscaled by <@981956077161685083>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15678.png
"**brutalist concrete building abandoned outpost in hazy foggy swamp area, volumetric lighting, depressing, eery, muddy soil, concept art, octane render, artstation, detailed, --ar 2:1** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4839.png
"**<https://s.mj.run/FaR26qcbsT8> ghostly psychedelic fractal clouds in night sky over bubbling black oil sea, Egyptian funerary boat, mist, cinematic, establishing shot, 8k, octane render :: orange, teal :: --ar 4:3** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25146.png
"**<https://s.mj.run/blJ3zEcLZ5Y> A beautiful painting of a singular lighthouse, shining its roof light across a tumultuous sea by Ivan Aivazovsky, Trending on artstation. :: --ar 2:1** - <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28870.png
"**<https://s.mj.run/VwczIFBI610> a sup board with ocean wave pattern, top view , --w 300 --h 600** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22837.png
**artwork by Wadim Kashin** - <@264540572755165184>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_578.png
**<https://s.mj.run/9p4Q7Zk421Y> Ballardian image of delapitated society** - Upscaled by <@748270788125261924> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19719.png
"**wayne white, Makoto Shinkai, Hayao Miyazaki, mucha, beautiful delicated tree house in the lush forest illustration artstation, pink dream leaves, blue and purple leaves scattered over forest floor, muted colors, rays of sun shining through canopy, light orange, concept art, photo-real, cinematic, 8k, --ar 16:9** - <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13315.png
**buddhist punk cthulhu** - Upscaled by <@109400117135581184> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5500.png
**<<https://s.mj.run/v4jzSaIU-fA>> knights and archers wearing bathrobes:: neon:: at dawn:: dynamic futurism:: blacklight poster:: by Jack Kirby and Hal Foster --ar 4:3 --uplight** - Upscaled (Light) by <@834120097685045298> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12546.png
**acrylic painting abstract large strokes multicolor highly detailed cinematic photo-realistic and beautiful abstract cubism painting full image --ar 16:8** - <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29529.png
"**a man and a woman with a fence inbetween them, photorealistic, 8k, intricate detail, dreamy lighting, sunset in the mountains, maximum detail octane render** - <@285075516178825226> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23244.png
"**a interior view of a cyberpunk bistro , —w 2560 —h 1440** - <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1850.png
"**<https://s.mj.run/UlkFmVAKfaE> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9531.png
"**<https://s.mj.run/saIs0FmqJTE> big rockstar hippo playing a tiny ukulele, pixar style, standing in the spotlight, octane render, portrait, closeup shot, jazz bar atmosphere, --ar 1:2** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17644.png
"**<https://s.mj.run/C_-1ct3eTdA> an experimental avant-garde oil painting of the endless vast cosmos, opening of the sun revealing a destruction of the soul, the mind is radiant but scared, everything that exists is an experience that can be felt but not seen, the eye in the middle speaks words of wisdom, let it be, film grain, film texture** - <@292227864336531456>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6195.png
"**danny devito carved from cheese, 8k, screen capture** - Upscaled by <@109400117135581184> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24369.png
**<https://s.mj.run/q_aHHNFleJU> floating paradise** - <@980305998709407875>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8330.png
"**<https://s.mj.run/CrRvW47jck0> beautiful woman, tied by many roots, anicent trees , legends of the cryptids, flowers , birds , Dark Soul 3, Dark Soul, Dark Fantasy, Ruan Jia, Artstation trending , artstation by Krenz Cushart, 4k resolution, cinematic ,insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, by james gurney, wes burt, craig mullins, edmund blair leighton —ar 1:2 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27000.png
**photo real clear image  in focus bright studio lighting warhammer 40k space marine figurine painted** - Upscaled by <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3937.png
"**two story modernist brick building,, wet ground, raining,  night time, volumetric lighting, atmospheric, 8k render, octane, unreal engine** - Upscaled by <@915823609405136936>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12828.png
"**<https://s.mj.run/KSXqKYmTNVM> focus on anatomically correct, beautiful Egyptian cat with stunning blue eyes in the style of A Andrew’s Gonzalez, Mystical Cat, background vanilla gradient in the style of A Andrew Gonzalez - - 16.9 - - stop 90 --uplight** - Upscaled (Light) by <@439869767873069086> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20572.png
"**<https://s.mj.run/bsTzDZt1wS4> ghostly psychedelic fractal clouds in night sky over bubbling black oil sea, Egyptian funerary boat, mist, cinematic, establishing shot, 8k, octane render :: orange, teal :: --ar 4:3** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25704.png
"**a logo for Stand up paddle boarding , sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26764.png
